                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.47534,                0.26664,                 0.8202,                0.99527,                0.99534,                0.99471,                0.96116,                0.27568,                0.18417,                0.80801,               0.009439,               0.009439,               0.009439
                     19,                0.46976,                0.26428,                0.81974,                0.99562,                0.99453,                0.99476,                0.96184,                0.27501,                0.18196,                 0.8074,               0.009406,               0.009406,               0.009406
                     20,                0.46982,                0.26359,                0.81861,                 0.9957,                0.99463,                0.99465,                0.96241,                0.26353,                0.17836,                0.80606,               0.009373,               0.009373,               0.009373
                     21,                0.46533,                 0.2625,                0.81764,                0.99547,                0.99474,                0.99465,                0.96381,                0.26922,                0.18435,                0.80712,                0.00934,                0.00934,                0.00934
                     22,                0.46386,                0.26153,                 0.8178,                0.99662,                0.99579,                0.99469,                0.96501,                 0.2574,                0.17632,                0.80502,               0.009307,               0.009307,               0.009307
                     23,                0.46209,                0.26008,                0.81858,                0.99601,                0.99526,                0.99466,                0.96563,                0.24763,                0.16824,                0.80479,               0.009274,               0.009274,               0.009274
                     24,                0.46014,                0.26009,                0.81779,                0.99608,                0.99594,                0.99468,                0.96671,                0.25152,                0.17539,                0.80447,               0.009241,               0.009241,               0.009241
                     25,                0.45851,                0.25867,                0.81824,                0.99598,                0.99517,                0.99473,                0.96761,                0.24465,                0.17061,                0.80399,               0.009208,               0.009208,               0.009208
                     26,                0.45791,                0.25889,                0.81811,                0.99638,                0.99557,                0.99471,                0.96782,                0.24403,                0.16947,                0.80436,               0.009175,               0.009175,               0.009175
                     27,                0.45622,                0.25693,                0.81746,                0.99623,                0.99536,                0.99466,                0.96836,                0.24773,                0.17063,                0.80377,               0.009142,               0.009142,               0.009142
                     28,                0.45247,                0.25565,                0.81577,                0.99674,                0.99609,                0.99465,                0.96856,                0.24855,                0.16764,                0.80278,               0.009109,               0.009109,               0.009109
                     29,                0.45207,                0.25572,                0.81651,                0.99654,                  0.996,                0.99467,                0.96963,                0.23698,                0.16687,                0.80255,               0.009076,               0.009076,               0.009076
                     30,                0.44978,                0.25408,                0.81658,                0.99648,                 0.9963,                0.99473,                0.96966,                0.23669,                 0.1699,                0.80217,               0.009043,               0.009043,               0.009043
                     31,                0.44666,                0.25327,                0.81567,                0.99657,                0.99635,                0.99472,                0.97008,                0.23378,                 0.1661,                0.80196,                0.00901,                0.00901,                0.00901
                     32,                0.44621,                0.25323,                0.81493,                 0.9966,                 0.9965,                0.99476,                0.96993,                0.23419,                0.16362,                0.80122,               0.008977,               0.008977,               0.008977
                     33,                0.44456,                0.25151,                0.81422,                0.99657,                0.99608,                0.99476,                0.97021,                0.22998,                0.16017,                 0.8011,               0.008944,               0.008944,               0.008944
                     34,                0.44164,                0.25062,                0.81526,                0.99682,                0.99621,                0.99475,                0.97076,                0.22735,                0.15813,                0.80056,               0.008911,               0.008911,               0.008911
                     35,                0.44367,                0.25134,                0.81501,                0.99668,                0.99634,                0.99477,                0.97135,                0.22259,                0.15506,                0.80029,               0.008878,               0.008878,               0.008878
                     36,                0.43951,                0.24976,                 0.8136,                0.99688,                 0.9964,                 0.9948,                0.97128,                0.22056,                0.15421,                0.79991,               0.008845,               0.008845,               0.008845
                     37,                0.43782,                0.24876,                0.81346,                0.99694,                0.99639,                0.99478,                0.97168,                0.22158,                0.15535,                0.79964,               0.008812,               0.008812,               0.008812
                     38,                0.43563,                0.24681,                0.81256,                0.99676,                0.99645,                0.99476,                0.97128,                0.22166,                 0.1566,                0.79948,               0.008779,               0.008779,               0.008779
                     39,                0.43699,                0.24792,                0.81352,                0.99678,                0.99624,                0.99478,                0.97195,                0.22068,                0.15439,                0.79977,               0.008746,               0.008746,               0.008746
                     40,                0.43444,                0.24737,                0.81251,                0.99688,                0.99642,                0.99479,                0.97219,                0.22154,                0.15482,                0.79939,               0.008713,               0.008713,               0.008713
                     41,                0.43495,                0.24739,                0.81309,                0.99647,                0.99684,                0.99479,                0.97216,                0.22193,                0.15645,                0.79912,                0.00868,                0.00868,                0.00868
                     42,                 0.4335,                0.24663,                0.81304,                0.99643,                0.99694,                0.99477,                0.97221,                0.22097,                0.15506,                0.79882,               0.008647,               0.008647,               0.008647
                     43,                0.43341,                0.24597,                0.81277,                0.99642,                0.99692,                0.99476,                0.97257,                 0.2196,                0.15467,                0.79847,               0.008614,               0.008614,               0.008614
                     44,                0.43143,                0.24552,                0.81321,                 0.9964,                0.99695,                0.99475,                0.97254,                0.21868,                0.15549,                0.79829,               0.008581,               0.008581,               0.008581
                     45,                0.42856,                0.24485,                0.81259,                0.99649,                 0.9968,                0.99477,                0.97272,                0.21788,                0.15666,                0.79825,               0.008548,               0.008548,               0.008548
                     46,                0.42824,                0.24309,                0.81208,                 0.9967,                0.99672,                0.99478,                0.97283,                0.21697,                 0.1561,                0.79825,               0.008515,               0.008515,               0.008515
                     47,                0.42632,                0.24244,                0.81189,                0.99646,                0.99691,                0.99478,                0.97282,                0.21642,                0.15442,                0.79821,               0.008482,               0.008482,               0.008482
                     48,                0.42695,                0.24292,                0.81295,                0.99662,                0.99679,                0.99478,                 0.9731,                0.21533,                0.15398,                0.79814,               0.008449,               0.008449,               0.008449
                     49,                0.42435,                 0.2412,                0.81122,                0.99657,                0.99685,                0.99479,                0.97295,                0.21494,                0.15355,                0.79798,               0.008416,               0.008416,               0.008416
                     50,                0.42298,                0.24116,                0.81207,                 0.9966,                0.99689,                0.99479,                0.97285,                0.21508,                0.15321,                0.79786,               0.008383,               0.008383,               0.008383
                     51,                0.42237,                0.23991,                0.81183,                0.99662,                0.99687,                0.99479,                0.97313,                0.21476,                0.15285,                0.79781,                0.00835,                0.00835,                0.00835
                     52,                0.42148,                0.23968,                0.81131,                0.99665,                0.99688,                0.99479,                0.97336,                0.21392,                 0.1528,                0.79775,               0.008317,               0.008317,               0.008317
                     53,                0.41977,                0.23919,                0.81075,                0.99653,                0.99678,                 0.9948,                 0.9735,                0.21357,                0.15279,                0.79772,               0.008284,               0.008284,               0.008284
                     54,                0.41816,                0.23855,                0.81135,                0.99652,                 0.9968,                 0.9948,                0.97362,                0.21276,                0.15208,                0.79756,               0.008251,               0.008251,               0.008251
                     55,                0.41968,                0.23822,                0.81123,                0.99651,                 0.9968,                 0.9948,                0.97377,                0.21238,                0.15156,                0.79749,               0.008218,               0.008218,               0.008218
                     56,                 0.4178,                0.23855,                0.81117,                0.99654,                0.99695,                 0.9948,                0.97384,                 0.2118,                0.15124,                0.79743,               0.008185,               0.008185,               0.008185
                     57,                0.41467,                0.23598,                0.80947,                0.99665,                0.99701,                0.99481,                0.97389,                0.21157,                0.15072,                0.79733,               0.008152,               0.008152,               0.008152
                     58,                0.41498,                0.23694,                0.81093,                0.99669,                0.99691,                0.99481,                0.97394,                 0.2113,                0.15077,                0.79726,               0.008119,               0.008119,               0.008119
                     59,                0.41296,                0.23515,                 0.8088,                0.99664,                0.99695,                 0.9948,                0.97398,                0.21131,                0.15067,                 0.7972,               0.008086,               0.008086,               0.008086
                     60,                0.41487,                0.23641,                 0.8113,                0.99668,                0.99699,                0.99481,                0.97406,                0.21075,                0.15054,                0.79716,               0.008053,               0.008053,               0.008053
                     61,                0.41375,                0.23636,                0.81058,                0.99668,                0.99703,                 0.9948,                0.97408,                0.21053,                0.15039,                0.79712,                0.00802,                0.00802,                0.00802
                     62,                0.41595,                 0.2375,                0.81058,                0.99665,                0.99709,                0.99481,                0.97418,                0.21033,                0.15036,                0.79707,               0.007987,               0.007987,               0.007987
                     63,                0.41412,                0.23624,                0.80984,                0.99675,                0.99707,                0.99481,                0.97428,                0.20966,                0.15017,                0.79695,               0.007954,               0.007954,               0.007954
                     64,                0.41084,                0.23438,                0.80955,                0.99677,                0.99708,                0.99481,                0.97433,                0.20908,                0.15011,                0.79687,               0.007921,               0.007921,               0.007921
                     65,                0.40953,                0.23366,                0.80948,                0.99678,                0.99706,                0.99482,                0.97439,                0.20817,                0.14993,                0.79679,               0.007888,               0.007888,               0.007888
                     66,                0.40744,                0.23252,                0.80913,                 0.9968,                0.99708,                0.99482,                0.97441,                0.20792,                0.14995,                0.79672,               0.007855,               0.007855,               0.007855
                     67,                 0.4085,                0.23269,                0.80945,                0.99678,                0.99703,                0.99482,                 0.9745,                0.20756,                0.14988,                0.79668,               0.007822,               0.007822,               0.007822
                     68,                0.40782,                0.23256,                0.80901,                0.99677,                0.99698,                0.99482,                0.97456,                0.20736,                0.14965,                 0.7966,               0.007789,               0.007789,               0.007789
                     69,                0.40914,                0.23342,                 0.8089,                 0.9968,                0.99697,                0.99482,                0.97461,                0.20725,                0.14992,                0.79653,               0.007756,               0.007756,               0.007756
                     70,                0.40671,                0.23257,                0.80913,                0.99674,                0.99696,                0.99482,                0.97463,                0.20733,                0.14996,                0.79649,               0.007723,               0.007723,               0.007723
                     71,                0.40689,                0.23194,                0.80963,                0.99679,                0.99706,                0.99482,                0.97471,                0.20665,                0.14958,                0.79639,                0.00769,                0.00769,                0.00769
                     72,                0.40331,                0.23098,                0.80839,                0.99688,                0.99709,                0.99482,                0.97477,                0.20676,                0.14984,                0.79634,               0.007657,               0.007657,               0.007657
                     73,                0.40506,                0.23102,                0.80804,                0.99686,                0.99706,                0.99482,                0.97486,                0.20603,                0.14997,                0.79621,               0.007624,               0.007624,               0.007624
                     74,                0.40285,                0.23087,                0.80768,                0.99685,                0.99707,                0.99483,                0.97486,                0.20617,                0.15062,                0.79614,               0.007591,               0.007591,               0.007591
                     75,                0.40255,                0.23019,                0.80777,                0.99684,                0.99698,                0.99483,                0.97499,                0.20611,                0.15065,                0.79605,               0.007558,               0.007558,               0.007558
                     76,                0.40155,                0.22984,                0.80763,                0.99681,                0.99697,                0.99483,                0.97505,                0.20542,                0.15099,                0.79595,               0.007525,               0.007525,               0.007525
                     77,                0.39729,                0.22719,                0.80631,                0.99679,                0.99697,                0.99483,                0.97508,                0.20509,                0.15045,                0.79587,               0.007492,               0.007492,               0.007492
                     78,                0.40033,                0.22853,                0.80845,                0.99685,                0.99703,                0.99483,                0.97509,                0.20445,                0.14943,                0.79579,               0.007459,               0.007459,               0.007459
                     79,                0.40096,                0.22911,                0.80762,                0.99684,                0.99703,                0.99483,                0.97513,                0.20377,                0.14888,                0.79575,               0.007426,               0.007426,               0.007426
                     80,                0.40008,                0.22841,                0.80748,                0.99688,                0.99702,                0.99483,                0.97517,                 0.2032,                0.14844,                0.79566,               0.007393,               0.007393,               0.007393
                     81,                0.39724,                0.22697,                0.80666,                0.99688,                0.99707,                0.99483,                0.97518,                0.20259,                0.14759,                0.79557,                0.00736,                0.00736,                0.00736
                     82,                0.39979,                0.22883,                0.80714,                0.99687,                0.99712,                0.99484,                0.97518,                0.20199,                0.14703,                0.79551,               0.007327,               0.007327,               0.007327
                     83,                0.39678,                0.22716,                0.80723,                0.99685,                0.99704,                0.99483,                0.97536,                0.20132,                 0.1472,                0.79542,               0.007294,               0.007294,               0.007294
                     84,                0.39719,                 0.2279,                0.80699,                0.99688,                0.99709,                0.99484,                0.97544,                0.20122,                0.14787,                0.79534,               0.007261,               0.007261,               0.007261
                     85,                0.39502,                0.22609,                0.80723,                0.99688,                 0.9971,                0.99484,                 0.9755,                0.20037,                0.14778,                0.79524,               0.007228,               0.007228,               0.007228
                     86,                0.39339,                0.22598,                0.80656,                0.99687,                0.99709,                0.99484,                0.97557,                0.19987,                0.14805,                0.79512,               0.007195,               0.007195,               0.007195
                     87,                0.39557,                0.22645,                0.80722,                0.99689,                0.99712,                0.99484,                 0.9756,                 0.1997,                0.14814,                0.79501,               0.007162,               0.007162,               0.007162
                     88,                0.39292,                 0.2248,                0.80643,                0.99695,                0.99713,                0.99484,                0.97567,                0.19923,                 0.1476,                0.79493,               0.007129,               0.007129,               0.007129
                     89,                0.39489,                0.22572,                0.80653,                0.99702,                0.99717,                0.99485,                 0.9757,                0.19909,                0.14707,                0.79488,               0.007096,               0.007096,               0.007096
                     90,                0.39116,                 0.2244,                0.80589,                0.99698,                0.99721,                0.99485,                0.97581,                0.19883,                0.14677,                 0.7948,               0.007063,               0.007063,               0.007063
                     91,                0.39238,                0.22471,                0.80665,                0.99701,                 0.9972,                0.99485,                0.97591,                0.19825,                0.14707,                0.79468,                0.00703,                0.00703,                0.00703
                     92,                0.39321,                0.22427,                 0.8067,                0.99701,                0.99721,                0.99485,                0.97598,                0.19765,                0.14723,                0.79456,               0.006997,               0.006997,               0.006997
                     93,                0.38963,                0.22286,                0.80564,                0.99715,                0.99721,                0.99485,                0.97602,                0.19765,                0.14682,                0.79447,               0.006964,               0.006964,               0.006964
                     94,                0.38826,                0.22231,                 0.8051,                0.99723,                0.99726,                0.99485,                0.97609,                0.19742,                0.14663,                0.79438,               0.006931,               0.006931,               0.006931
                     95,                0.39188,                0.22373,                0.80578,                0.99724,                0.99726,                0.99485,                0.97614,                0.19741,                0.14701,                0.79428,               0.006898,               0.006898,               0.006898
                     96,                0.38588,                 0.2213,                0.80541,                0.99724,                0.99719,                0.99485,                0.97622,                0.19703,                0.14699,                0.79418,               0.006865,               0.006865,               0.006865
                     97,                0.39005,                0.22343,                0.80589,                0.99736,                0.99717,                0.99485,                0.97625,                0.19716,                 0.1479,                0.79414,               0.006832,               0.006832,               0.006832
                     98,                0.38625,                0.22114,                0.80454,                0.99737,                0.99713,                0.99485,                0.97631,                0.19704,                0.14782,                0.79406,               0.006799,               0.006799,               0.006799
                     99,                0.38395,                0.22065,                0.80489,                0.99732,                0.99715,                0.99485,                0.97635,                0.19706,                0.14767,                0.79398,               0.006766,               0.006766,               0.006766
                    100,                 0.3858,                0.22062,                0.80497,                0.99737,                0.99712,                0.99485,                0.97641,                0.19713,                0.14773,                0.79393,               0.006733,               0.006733,               0.006733
                    101,                0.38697,                0.22111,                0.80576,                0.99742,                0.99716,                0.99486,                0.97644,                 0.1969,                0.14763,                0.79386,                 0.0067,                 0.0067,                 0.0067
                    102,                0.38721,                 0.2222,                0.80551,                0.99738,                0.99726,                0.99486,                0.97652,                0.19653,                0.14674,                0.79377,               0.006667,               0.006667,               0.006667
                    103,                0.38571,                 0.2209,                0.80703,                0.99737,                0.99726,                0.99486,                0.97656,                0.19604,                0.14547,                0.79369,               0.006634,               0.006634,               0.006634
                    104,                0.38196,                0.21891,                0.80495,                0.99739,                0.99733,                0.99486,                0.97664,                0.19669,                0.14651,                0.79366,               0.006601,               0.006601,               0.006601
                    105,                0.38042,                 0.2183,                0.80452,                0.99732,                0.99732,                0.99486,                0.97666,                0.19694,                0.14681,                0.79362,               0.006568,               0.006568,               0.006568
                    106,                0.38294,                 0.2187,                0.80495,                0.99734,                 0.9974,                0.99486,                0.97667,                0.19673,                0.14647,                0.79356,               0.006535,               0.006535,               0.006535
                    107,                0.38161,                 0.2185,                0.80451,                0.99731,                 0.9974,                0.99486,                0.97672,                0.19591,                0.14554,                0.79346,               0.006502,               0.006502,               0.006502
                    108,                0.38419,                0.21927,                0.80514,                0.99715,                0.99743,                0.99486,                0.97676,                0.19506,                 0.1447,                0.79337,               0.006469,               0.006469,               0.006469
                    109,                0.38298,                0.21933,                0.80561,                0.99732,                0.99738,                0.99487,                0.97683,                0.19449,                0.14471,                0.79328,               0.006436,               0.006436,               0.006436
                    110,                   0.38,                0.21781,                0.80361,                0.99714,                0.99748,                0.99487,                0.97684,                 0.1946,                0.14503,                0.79323,               0.006403,               0.006403,               0.006403
                    111,                0.38029,                0.21759,                0.80357,                0.99716,                0.99741,                0.99487,                0.97687,                0.19443,                0.14505,                0.79313,                0.00637,                0.00637,                0.00637
                    112,                0.37834,                0.21826,                0.80326,                0.99722,                0.99742,                0.99487,                0.97689,                0.19439,                0.14498,                0.79304,               0.006337,               0.006337,               0.006337
                    113,                0.37778,                0.21615,                0.80449,                0.99728,                0.99742,                0.99487,                0.97694,                0.19469,                0.14478,                0.79299,               0.006304,               0.006304,               0.006304
                    114,                0.37717,                0.21635,                0.80321,                0.99731,                0.99739,                0.99487,                0.97706,                0.19484,                 0.1445,                0.79297,               0.006271,               0.006271,               0.006271
                    115,                 0.3787,                0.21689,                0.80393,                 0.9973,                0.99745,                0.99487,                0.97709,                0.19495,                0.14413,                0.79289,               0.006238,               0.006238,               0.006238
                    116,                0.37513,                0.21482,                0.80414,                0.99731,                0.99743,                0.99487,                0.97719,                0.19449,                0.14395,                0.79279,               0.006205,               0.006205,               0.006205
                    117,                0.37471,                0.21497,                0.80317,                0.99736,                0.99739,                0.99488,                0.97721,                0.19467,                 0.1442,                0.79267,               0.006172,               0.006172,               0.006172
                    118,                0.37541,                0.21484,                0.80293,                0.99743,                0.99737,                0.99488,                0.97727,                 0.1947,                0.14458,                0.79257,               0.006139,               0.006139,               0.006139
                    119,                0.37485,                0.21562,                 0.8033,                 0.9973,                0.99743,                0.99488,                0.97733,                 0.1946,                0.14545,                0.79244,               0.006106,               0.006106,               0.006106
                    120,                0.37435,                0.21362,                0.80319,                0.99732,                0.99751,                0.99488,                0.97739,                0.19427,                0.14586,                0.79238,               0.006073,               0.006073,               0.006073
                    121,                 0.3717,                0.21359,                0.80239,                0.99726,                 0.9975,                0.99488,                0.97752,                0.19366,                0.14635,                0.79228,                0.00604,                0.00604,                0.00604
                    122,                0.37448,                0.21378,                0.80431,                0.99722,                0.99752,                0.99488,                0.97763,                0.19341,                0.14657,                0.79223,               0.006007,               0.006007,               0.006007
                    123,                0.37228,                0.21278,                0.80378,                0.99725,                0.99753,                0.99489,                0.97764,                0.19272,                0.14625,                0.79215,               0.005974,               0.005974,               0.005974
                    124,                0.37384,                0.21399,                0.80314,                 0.9975,                0.99729,                0.99489,                0.97769,                 0.1921,                0.14407,                0.79205,               0.005941,               0.005941,               0.005941
                    125,                0.37118,                0.21279,                0.80334,                0.99754,                0.99734,                0.99489,                0.97775,                0.19156,                0.14321,                0.79197,               0.005908,               0.005908,               0.005908
                    126,                0.37008,                0.21206,                0.80254,                0.99754,                0.99739,                0.99489,                0.97776,                0.19101,                0.14245,                 0.7919,               0.005875,               0.005875,               0.005875
                    127,                0.36993,                0.21196,                0.80391,                0.99766,                0.99734,                0.99489,                0.97783,                0.19037,                0.14198,                0.79185,               0.005842,               0.005842,               0.005842
                    128,                0.36883,                0.21176,                0.80262,                0.99768,                0.99736,                0.99489,                0.97789,                 0.1895,                0.14154,                 0.7918,               0.005809,               0.005809,               0.005809
                    129,                0.36921,                0.21109,                0.80287,                0.99767,                0.99733,                0.99489,                0.97793,                 0.1889,                0.14097,                0.79176,               0.005776,               0.005776,               0.005776
                    130,                 0.3668,                0.21078,                0.80227,                0.99767,                0.99734,                 0.9949,                0.97798,                 0.1882,                0.14053,                0.79177,               0.005743,               0.005743,               0.005743
                    131,                0.36866,                0.21167,                0.80264,                0.99769,                0.99735,                 0.9949,                0.97802,                0.18799,                0.14116,                0.79172,                0.00571,                0.00571,                0.00571
                    132,                0.36604,                0.20975,                0.80184,                 0.9977,                0.99731,                 0.9949,                 0.9781,                0.18751,                0.14184,                0.79166,               0.005677,               0.005677,               0.005677
                    133,                0.36615,                 0.2102,                0.80129,                0.99771,                0.99737,                 0.9949,                 0.9781,                0.18686,                0.14138,                0.79162,               0.005644,               0.005644,               0.005644
                    134,                0.36674,                0.20945,                0.80162,                0.99773,                0.99735,                 0.9949,                0.97815,                0.18648,                0.14129,                0.79153,               0.005611,               0.005611,               0.005611
                    135,                0.36698,                0.21064,                0.80156,                0.99771,                0.99733,                 0.9949,                0.97815,                0.18611,                0.14106,                0.79142,               0.005578,               0.005578,               0.005578
                    136,                0.36553,                0.20896,                0.80242,                0.99762,                0.99745,                 0.9949,                0.97829,                0.18585,                0.14082,                0.79137,               0.005545,               0.005545,               0.005545
                    137,                0.36283,                0.20783,                0.80144,                0.99765,                0.99742,                0.99491,                0.97829,                 0.1858,                0.14077,                0.79132,               0.005512,               0.005512,               0.005512
                    138,                0.36431,                0.20846,                0.80107,                0.99759,                0.99747,                0.99491,                0.97834,                0.18542,                 0.1404,                0.79129,               0.005479,               0.005479,               0.005479
                    139,                0.36251,                 0.2081,                0.80112,                0.99758,                0.99746,                0.99491,                0.97835,                0.18517,                   0.14,                0.79122,               0.005446,               0.005446,               0.005446
                    140,                0.36584,                 0.2092,                0.80206,                0.99758,                0.99751,                0.99491,                0.97845,                0.18463,                0.13954,                0.79116,               0.005413,               0.005413,               0.005413
                    141,                0.36203,                0.20772,                0.80173,                 0.9975,                0.99758,                0.99492,                0.97846,                0.18422,                0.13897,                0.79109,                0.00538,                0.00538,                0.00538
                    142,                0.36566,                0.20873,                 0.8026,                0.99761,                0.99751,                0.99492,                0.97849,                0.18394,                0.13853,                0.79104,               0.005347,               0.005347,               0.005347
                    143,                0.35891,                0.20587,                0.80104,                0.99764,                0.99752,                0.99492,                0.97856,                0.18388,                0.13824,                0.79099,               0.005314,               0.005314,               0.005314
                    144,                0.35846,                0.20575,                0.80172,                0.99768,                0.99748,                0.99492,                0.97861,                0.18367,                0.13797,                0.79092,               0.005281,               0.005281,               0.005281
                    145,                0.35923,                0.20666,                0.80064,                0.99763,                0.99759,                0.99492,                0.97863,                0.18331,                0.13809,                0.79082,               0.005248,               0.005248,               0.005248
                    146,                0.35838,                0.20499,                0.80136,                0.99766,                0.99764,                0.99492,                0.97869,                0.18277,                0.13769,                0.79075,               0.005215,               0.005215,               0.005215
                    147,                0.35668,                0.20528,                0.79984,                0.99761,                0.99769,                0.99493,                0.97869,                0.18243,                0.13744,                0.79069,               0.005182,               0.005182,               0.005182
                    148,                 0.3598,                0.20591,                0.80178,                0.99759,                0.99773,                0.99493,                0.97874,                0.18197,                0.13654,                0.79064,               0.005149,               0.005149,               0.005149
                    149,                0.35743,                0.20533,                0.80145,                0.99762,                0.99772,                0.99493,                0.97878,                0.18154,                0.13596,                0.79059,               0.005116,               0.005116,               0.005116
                    150,                0.35703,                0.20486,                0.80041,                0.99763,                0.99774,                0.99493,                 0.9788,                0.18116,                0.13527,                0.79051,               0.005083,               0.005083,               0.005083
                    151,                0.35511,                0.20398,                0.80032,                0.99761,                0.99782,                0.99493,                0.97885,                0.18085,                0.13517,                0.79045,                0.00505,                0.00505,                0.00505
                    152,                0.35523,                0.20402,                0.79987,                0.99763,                0.99783,                0.99493,                0.97887,                 0.1804,                0.13495,                 0.7904,               0.005017,               0.005017,               0.005017
                    153,                0.35675,                0.20384,                0.80108,                0.99765,                0.99784,                0.99493,                 0.9789,                0.18009,                0.13461,                0.79033,               0.004984,               0.004984,               0.004984
                    154,                0.35216,                0.20222,                0.79949,                0.99779,                0.99777,                0.99493,                0.97893,                0.17994,                0.13445,                0.79024,               0.004951,               0.004951,               0.004951
                    155,                0.35325,                0.20246,                0.80004,                0.99778,                0.99775,                0.99493,                  0.979,                0.17977,                0.13421,                0.79015,               0.004918,               0.004918,               0.004918
                    156,                0.35368,                0.20263,                0.79969,                0.99784,                 0.9977,                0.99493,                0.97903,                0.17996,                0.13451,                0.79008,               0.004885,               0.004885,               0.004885
                    157,                0.35227,                0.20282,                0.79943,                0.99786,                0.99771,                0.99493,                0.97908,                0.17997,                0.13461,                0.78999,               0.004852,               0.004852,               0.004852
                    158,                0.35117,                0.20169,                0.79944,                 0.9978,                0.99768,                0.99493,                 0.9791,                0.17992,                0.13485,                0.78992,               0.004819,               0.004819,               0.004819
                    159,                0.35088,                0.20115,                0.79995,                0.99779,                0.99772,                0.99493,                0.97909,                0.18026,                0.13548,                0.78986,               0.004786,               0.004786,               0.004786
                    160,                0.34998,                0.20143,                0.79919,                0.99781,                 0.9977,                0.99493,                 0.9791,                 0.1805,                0.13617,                0.78977,               0.004753,               0.004753,               0.004753
                    161,                0.35068,                0.20144,                0.79922,                 0.9978,                0.99784,                0.99493,                0.97916,                0.18066,                0.13665,                 0.7897,                0.00472,                0.00472,                0.00472
                    162,                0.34895,                0.20086,                0.79904,                0.99782,                0.99771,                0.99493,                0.97923,                0.18083,                0.13741,                0.78965,               0.004687,               0.004687,               0.004687
                    163,                0.34981,                0.20035,                 0.7996,                0.99786,                0.99768,                0.99493,                0.97927,                0.18118,                0.13805,                0.78958,               0.004654,               0.004654,               0.004654
                    164,                0.34982,                0.20055,                0.79949,                0.99781,                0.99772,                0.99493,                0.97927,                0.18134,                0.13847,                0.78953,               0.004621,               0.004621,               0.004621
                    165,                0.34958,                0.20023,                0.79919,                0.99774,                0.99775,                0.99494,                0.97923,                0.18173,                0.13922,                0.78951,               0.004588,               0.004588,               0.004588
